,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bayes__alpha,param_bayes__fit_prior,param_preprocessing__getlemmas,param_preprocessing__getstemmer,param_preprocessing__removestopwords,param_tfidf__analyzer,param_tfidf__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
38,0.260303258895874,0.015984535050146065,0.11700995763142903,0.005097469980787428,1.0,True,True,False,True,word,"(1, 3)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': True, 'tfidf__analyzer': 'word', 'tfidf__ngram_range': (1, 3)}",0.555921052631579,0.5148514851485149,0.6039603960396039,0.5582443112732326,0.03641563444534986,207
39,0.267667293548584,0.007362846036526069,0.1230010191599528,0.007787000217279235,1.0,True,True,False,True,word,"(1, 4)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': True, 'tfidf__analyzer': 'word', 'tfidf__ngram_range': (1, 4)}",0.555921052631579,0.5115511551155115,0.5973597359735974,0.5549439812402294,0.03503801876626312,232
40,0.2926523685455322,0.01153571381848489,0.12333512306213379,0.004716906706983463,1.0,True,True,False,True,word,"(1, 5)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': True, 'tfidf__analyzer': 'word', 'tfidf__ngram_range': (1, 5)}",0.555921052631579,0.5148514851485149,0.5841584158415841,0.5516436512072259,0.028455635443408733,251
41,0.24705131848653158,0.008678989657666905,0.11598245302836101,0.005914201502737368,1.0,True,True,False,True,word,"(2, 3)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': True, 'tfidf__analyzer': 'word', 'tfidf__ngram_range': (2, 3)}",0.5427631578947368,0.5379537953795379,0.570957095709571,0.5505580163279485,0.014557342286373325,258
42,0.22697114944458008,0.00995349611242594,0.11935631434122722,0.009812079049856226,1.0,True,True,False,True,char,"(1, 1)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': True, 'tfidf__analyzer': 'char', 'tfidf__ngram_range': (1, 1)}",0.506578947368421,0.5181518151815182,0.5082508250825083,0.5109938625441491,0.0051072502870480865,523
43,0.2803223927815755,0.006115451774099015,0.14266626040140787,0.004783234485018995,1.0,True,True,False,True,char,"(1, 2)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': True, 'tfidf__analyzer': 'char', 'tfidf__ngram_range': (1, 2)}",0.5263157894736842,0.5379537953795379,0.5082508250825083,0.5241734699785768,0.012220440819405652,470
44,0.3053458531697591,0.010861515074187894,0.154998779296875,0.012861320806841443,1.0,True,True,False,True,char,"(1, 3)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': True, 'tfidf__analyzer': 'char', 'tfidf__ngram_range': (1, 3)}",0.5592105263157895,0.5214521452145214,0.5412541254125413,0.5406389323142841,0.015420931289608867,357
45,0.3873138427734375,0.016034547614002293,0.1703519026438395,0.0025112193340029935,1.0,True,True,False,True,char,"(1, 4)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': True, 'tfidf__analyzer': 'char', 'tfidf__ngram_range': (1, 4)}",0.5460526315789473,0.5181518151815182,0.5511551155115512,0.5384531874240056,0.014505587929407237,377
46,0.5126761595408121,0.020428802765854244,0.19666616121927896,0.010368183084552052,1.0,True,True,False,True,char,"(1, 5)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': True, 'tfidf__analyzer': 'char', 'tfidf__ngram_range': (1, 5)}",0.5427631578947368,0.5214521452145214,0.5478547854785478,0.5373566961959354,0.01143670186441739,386
47,0.2926798661549886,0.007933434152139278,0.14731891949971518,0.010290815538743354,1.0,True,True,False,True,char,"(2, 3)","{'bayes__alpha': 1.0, 'bayes__fit_prior': True, 'preprocessing__getlemmas': True, 'preprocessing__getstemmer': False, 'preprocessing__removestopwords': True, 'tfidf__analyzer': 'char', 'tfidf__ngram_range': (2, 3)}",0.5526315789473685,0.5313531353135313,0.5346534653465347,0.5395460598691448,0.009350442119372469,369
